Year,Make,Model,Condition,Price,Consumer_Rating,Consumer_Review_#,Exterior_Color,Drivetrain,Fuel_Type,Transmission,Engine,VIN,Stock_#,Mileage,Comfort_Rating,Interior_Design_Rating,Performance_Rating,Value_For_Money_Rating,Exterior_Styling_Rating,Reliability_Rating,State,Seller_Type,min_MPG,max_MPG,avg_MPG
2019,Honda,Accord Sport,Used,22996,2.5,84,Gray,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F38KA119144,V5867,46021,4.7,4.7,4.7,4.7,4.8,4.8,IL,Dealer,29,35,32
2019,Honda,HR-V LX,Used,21990,4.8,457,Black,awd,Gasoline,automatic,1.8L I4 16V MPFI SOHC,3CZRU6H3XKG700789,TU-2597,56296,4.6,4.6,4.4,4.6,4.8,4.7,MN,Dealer,27,31,29
2022,Honda,Pilot Sport,New,39375,4.8,1077,Crystal Black Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H33NB038201,NB038201,6,5,5,5,5,5,5,TN,Dealer,20,27,23.5
2023,Honda,Pilot Touring,New,48250,4.8,1077,Sonic Gray Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG2H70PB000961,PB000961,11,4.7,4.6,4.5,4.5,4.6,4.7,TN,Dealer,18.25,24.85,21.55
2022,Honda,Pilot Black Edition,New,51165,4.6,1607,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H78NB088231,NB088231,10,5,5,5,5,5,5,TN,Dealer,19,26,22.5
2022,Honda,Passport Elite,Used,40984,4.7,187,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H01NB012994,PN103921A,13507,5,5,4.9,5,4.9,5,LA,Dealer,19,24,21.5
2023,Honda,Pilot Touring,New,48250,4.5,950,Platinum White,fwd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG2H77PB000892,S12278,0,4.7,4.6,4.5,4.5,4.6,4.7,IL,Dealer,18.25,24.85,21.55
2022,Honda,Civic Sport,Used,27991,5,1358,Boost Blue Pearl,fwd,Gasoline,cvt,4 Cylinder Engine,19XFL2H83NE006798,HWZF29754,5028,4.6,4.9,4.4,4.6,4.6,4.7,WI,Dealer,29,37,33
2003,Honda,Accord EX,Used,4295,4.5,90,Gold,fwd,Gasoline,automatic,2.4L I4 16V MPFI DOHC,1HGCM56673A028940,28940,231321,4.5,4.5,4.5,4.6,4.3,4.5,IL,Dealer,24,33,28.5
2019,Honda,Odyssey EX-L,Used,30995,3.9,841,Pacific Pewter Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H70KB108383,KB108383P,59825,4.8,4.6,4.5,4.3,4.7,4.5,WI,Dealer,19,28,23.5
2023,Honda,CR-V EX,New,34405,4.5,1020,Crystal Black Pearl,awd,Gasoline,cvt,Intercooled Turbo Regular Unleaded I-4 1.5 L/91,7FARS4H45PE013682,30270,3,5,5,5,4,4,5,IL,Dealer,27,32,29.5
2023,Honda,Pilot Touring,New,50350,4.8,1732,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG1H7XPB006874,P2211,1,4.7,4.6,4.5,4.5,4.6,4.7,IL,Dealer,18.25,24.85,21.55
2023,Honda,Odyssey EX-L,New,41705,4.7,739,Crystal Black Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H60PB014437,C17574,7,5,5,4,4,4,5,IL,Dealer,18.93220339,27.80508475,23.36864407
2023,Honda,Civic Sport Touring,New,32500,4.7,647,Sonic Gray Pearl,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,19XFL1G80PE002884,H23180,5,4.6,4.9,4.4,4.6,4.6,4.7,IN,Dealer,29.8,36.66666667,33.23333333
2023,Honda,Civic EX,New,28000,3.3,710,Platinum White Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HGFE1F76PH304706,PH304706,5,4.7,4.7,4.8,4.8,4.8,4.8,TN,Dealer,30.6119403,40.07462687,35.34328358
2019,Honda,Passport Touring,Honda Certified,32688,4.6,367,Deep Scarlet Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H98KB019676,22H0643A,33959,4.8,4.7,4.7,4.6,4.7,4.8,AL,Dealer,19,24,21.5
2023,Honda,Odyssey Touring,New,46290,3.1,133,Platinum White Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H80PB027691,HAH230187,6,5,5,4,4,4,5,IN,Dealer,19.05405405,27.97297297,23.51351351
2023,Honda,Odyssey Elite,New,50915,3.1,133,Crystal Black Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H94PB031042,HAH230238,6,5,5,4,4,4,5,IN,Dealer,19,28,23.5
2019,Honda,Passport Sport,Honda Certified,25909,2.1,180,Green,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H2XKB017351,H230139A,49183,4.8,4.7,4.7,4.6,4.7,4.8,AL,Dealer,19,24,21.5
2020,Honda,Passport Elite,Used,33998,4.8,4,Red,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H09LB009709,23283149,47979,4.9,4.8,4.8,4.6,4.8,4.8,AL,Dealer,19,24,21.5
2022,Honda,Pilot Sport,New,41770,5,1944,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H32NB098220,H98220,2,5,5,5,5,5,5,TN,Dealer,19,26,22.5
2023,Honda,Odyssey Touring,New,46290,3.8,327,Platinum White Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H89PB019797,23HT043,4,5,5,4,4,4,5,IN,Dealer,19.05405405,27.97297297,23.51351351
2023,Honda,Odyssey Touring,New,46400,5,1026,Radiant Red Metallic II,fwd,Gasoline,automatic,Regular Unleaded V-6 3.5 L/212,5FNRL6H81PB037422,2OD1323,10,5,5,4,4,4,5,IN,Dealer,19,28,23.5
2023,Honda,Odyssey Touring,New,45945,4.9,2138,Black,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H89PB035711,2815Z,6,5,5,4,4,4,5,IN,Dealer,19.05405405,27.97297297,23.51351351
2021,Honda,Pilot EX-L,Honda Certified,35990,4.9,826,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H50MB058699,B058699A,33748,4.9,4.8,4.8,4.7,4.7,4.8,MI,Dealer,19,26,22.5
2022,Honda,Pilot Special Edition,New,44600,3,150,Gray,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H20NB100022,421258,7,5,5,5,5,5,5,AL,Dealer,19,26,22.5
2023,Honda,HR-V Sport,New,28645,4.6,146,Crystal Black Pearl,awd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ2H57PM727758,1927758,10,4,5,4,5,5,5,TN,Dealer,26.17241379,31.44827586,28.81034483
2019,Honda,Accord Hybrid Touring,Used,26694,4.2,202,Obsidian Blue Pearl,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F97KA007581,KA007581,80986,4.5,4.5,3.9,3.9,4.6,4.4,GA,Dealer,48,48,48
2022,Honda,Pilot Sport,New,40375,4.5,1205,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H35NB102759,NB102759,5,5,5,5,5,5,5,GA,Dealer,19,26,22.5
2022,Honda,Civic Sport,Honda Certified,26727,4.8,4218,Rallye Red,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,19XFL2H82NE006663,BC7250,21633,4.6,4.9,4.4,4.6,4.6,4.7,OH,Dealer,29,37,33
2023,Honda,HR-V Sport,New,28790,4.8,4218,OTHER,awd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ2H59PM700819,H230001,4,4,5,4,5,5,5,OH,Dealer,26.17241379,31.44827586,28.81034483
2018,Honda,Ridgeline RTL-T,Used,25716,4.6,1272,Black,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK2F64JB000212,44428,62182,4.9,4.8,4.8,4.6,4.8,4.9,OH,Dealer,19,26,22.5
2021,Honda,Pilot EX,Used,29388,4.5,170,Lunar Silver Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H35MB009071,P1203,34279,4.9,4.8,4.8,4.7,4.7,4.8,OH,Dealer,20,27,23.5
2021,Honda,Pilot Special Edition,Used,34377,5,7415,Blue,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H21MB012816,334890,20760,4.9,4.8,4.8,4.7,4.7,4.8,OH,Dealer,20,27,23.5
2019,Honda,Odyssey EX-L,Used,33757,4.8,3031,Crystal Black Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H78KB080509,080509SB1,34187,4.8,4.6,4.5,4.3,4.7,4.5,OH,Dealer,19,28,23.5
2022,Honda,Pilot Special Edition,New,44600,5,580,Platinum White,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H29NB104540,21823,8,5,5,5,5,5,5,OH,Dealer,19,26,22.5
2023,Honda,Odyssey Touring,New,46290,4.4,401,Red,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H81PB027988,PB027988,3,5,5,4,4,4,5,PA,Dealer,19.05405405,27.97297297,23.51351351
2023,Honda,CR-V EX-L,New,35005,4.9,6788,Lunar Silver Metallic,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS3H7XPH300355,913082,25,5,5,5,4,4,5,FL,Dealer,26.13043478,32.0326087,29.08152174
2023,Honda,Ridgeline RTL,New,46370,4.8,43,Pacific Pewter Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F58PB012031,H6666,6,5,4.8,4.8,4.2,5,5,VA,Dealer,17.825,24.075,20.95
2018,Honda,Odyssey EX-L,Used,28925,4.8,1278,White Diamond Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H73JB030275,CHSS18010,41918,4.8,4.7,4.6,4.3,4.7,4.6,FL,Dealer,19,28,23.5
2023,Honda,CR-V EX,New,34850,4.7,2444,Lunar Silver Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H47PH404569,PH404569,5,5,5,5,4,4,5,FL,Dealer,26.14772727,31.85227273,29
2020,Honda,Civic Si Base,Used,24699,5,1500,Lunar Silver Metallic,fwd,Gasoline,manual,1.5L I4 16V GDI DOHC Turbo,2HGFC1E59LH701147,16738C,37817,4.8,4.8,4.8,4.8,4.9,4.9,FL,Dealer,26,36,31
2022,Honda,Pilot Special Edition,Used,39900,4.2,65,Blue Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H21NB023042,U7048,6287,5,5,5,5,5,5,SC,Dealer,20,27,23.5
2023,Honda,CR-V Hybrid Sport Touring,New,40240,4.9,2757,Platinum White Pearl,awd,Hybrid,cvt,Gas/Electric I-4 2.0 L/122,2HKRS6H9XPH800311,H45107,0,5,3,4,4,5,5,FL,Dealer,40,34,37
2022,Honda,Insight Touring,Used,29911,4.3,19,Modern Steel Metallic,fwd,Hybrid,automatic,1.5L I4 16V MPFI DOHC Hybrid,19XZE4F92NE002997,NE002997,11886,4.6,4.8,4.5,4.7,4.8,4.8,PA,Dealer,51,45,48
2023,Honda,Ridgeline RTL,New,42175,5,1664,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F59PB009462,35514,8,5,4.8,4.8,4.2,5,5,VA,Dealer,17.825,24.075,20.95
2022,Honda,Odyssey Elite,Used,45400,4.3,122,Lunar Silver Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H96NB003756,NB003756,24594,4.3,4.4,4.3,4.1,4.3,4.3,PA,Dealer,19,28,23.5
2023,Honda,Odyssey Sport,New,43050,4.7,367,Platinum White Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H7XPB031304,H61775,4,5,5,4,4,4,5,FL,Dealer,19,28,23.5
2023,Honda,Pilot Touring,New,48250,5,5590,Platinum White Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI DOHC,5FNYG2H74PB000851,230389,0,4.7,4.6,4.5,4.5,4.6,4.7,FL,Dealer,18.25,24.85,21.55
2022,Honda,Ridgeline RTL-E,Used,41995,4.8,109,Blue,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F70NB015066,15066,11647,5,4.9,4.9,4.3,4.7,5,NY,Dealer,18,24,21
2022,Honda,Accord Hybrid Sport,New,35560,5,1047,Gray,fwd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,1HGCV3F20NA047119,H50315,5,4.9,5,5,4.9,4.9,5,PA,Dealer,44,41,42.5
2023,Honda,Ridgeline RTL-E,New,46420,4.7,2504,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F73PB008227,123056,10,5,4.8,4.8,4.2,5,5,PA,Dealer,18.10909091,24.21818182,21.16363636
2022,Honda,Pilot Sport,New,40992.59545,4.8,1560,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB077702,H21041,5,5,5,5,5,5,5,PA,Dealer,19,26,22.5
2023,Honda,CR-V EX-L,New,37450,4.4,124,Radiant Red Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,5J6RS4H74PL002492,PL002492,0,5,5,5,4,4,5,PA,Dealer,26.13043478,32.0326087,29.08152174
2023,Honda,CR-V Hybrid Sport Touring,New,40240,4.9,1600,Urban Gray Pearl,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,7FARS6H94PE001532,PE001532S,5,5,3,4,4,5,5,NJ,Dealer,40,34,37
2023,Honda,CR-V Hybrid Sport,New,35590,4.6,652,WX / WX,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H58PH805049,PH805049,6,5,3,4,4,5,5,NJ,Dealer,41.8,35.2,38.5
2023,Honda,HR-V EX-L,New,30695,4.8,4583,Crystal Black Pearl,awd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ2H73PM729203,PM729203,4,4,5,4,5,5,5,NJ,Dealer,26,31.2,28.6
2019,Honda,Odyssey EX-L,Used,33794,4.2,90,Modern Steel Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H79KB078672,16258,38899,4.8,4.6,4.5,4.3,4.7,4.5,NY,Dealer,19,28,23.5
2022,Honda,CR-V Hybrid Touring,Used,39998,4.7,12,Gray,awd,Hybrid,automatic,2.0L I4 16V MPFI DOHC Hybrid,5J6RT6H99NL015018,23436604,18902,4.6,4.9,4.5,4.6,4.8,4.7,CT,Dealer,40,35,37.5
2021,Honda,CR-V Touring,Used,34877,4.2,640,Sonic Gray Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRW2H93MH610357,V14772A,33734,4.9,4.8,4.8,4.8,4.9,4.9,MA,Dealer,27,32,29.5
2023,Honda,Ridgeline Black Edition,New,50820,5,951,White,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F84PB001389,PB001389R,11,5,4.8,4.8,4.2,5,5,MA,Dealer,18.07692308,24.26923077,21.17307692
2021,Honda,Passport Sport,Honda Certified,28987,4.9,1197,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H24MB019759,H49302AA,42411,4.9,4.7,4.8,4.6,4.8,4.8,NH,Dealer,19,24,21.5
2023,Honda,Odyssey Sport,New,42655,4.4,9,Crystal Black Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H76PB032482,830260,2,5,5,4,4,4,5,CA,Dealer,19,28,23.5
2023,Honda,HR-V LX,New,27440,4.8,1780,Pearl,awd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ2H31PM726877,PM726877,3,4,5,4,5,5,5,CA,Dealer,27.03846154,31.76923077,29.40384615
2022,Honda,Accord Sport 2.0T,New,35150,4.9,1508,Platinum White Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F33NA018569,221128,0,5,5,5,5,5,5,CA,Dealer,22,32,27
2022,Honda,Pilot Sport,New,41770,4.8,582,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H39NB102988,NB102988,5,5,5,5,5,5,5,CA,Dealer,19,26,22.5
2023,Honda,Pilot Touring 8-Passenger,New,49895,4.9,79,Crystal Black Pearl,awd,Gasoline,automatic,V6 Cylinder Engine,5FNYG1H79PB006817,41177-65,0,4.9,4.8,4.8,4.7,4.7,4.8,CA,Dealer,19,25,22
2022,Honda,Pilot Special Edition,New,44205,4.9,79,Lunar Silver Metallic,awd,Gasoline,automatic,V6 Cylinder Engine,5FNYF6H23NB093230,N01665,5,5,5,5,5,5,5,CA,Dealer,19,26,22.5
2022,Honda,Pilot Sport,New,41770,4.9,79,Platinum White Pearl,awd,Gasoline,automatic,V6 Cylinder Engine,5FNYF6H33NB086092,N01651,7,5,5,5,5,5,5,CA,Dealer,19,26,22.5
2022,Honda,Pilot Black Edition,New,53560,4.4,736,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H77NB085157,102270T,14,5,5,5,5,5,5,CA,Dealer,19,26,22.5
2022,Honda,Pilot Sport,New,43365,5,251,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H37NB077699,39840,6,5,5,5,5,5,5,CA,Dealer,19,26,22.5
2022,Honda,Pilot TrailSport,New,46500,5,0,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H84NB078675,NB078675,12,5,5,5,5,5,5,CA,Dealer,19,25,22
2020,Honda,Accord Sport 1.5T,Used,22432,4.9,920,Platinum White Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F39LA071820,34409A,61656,4.8,4.8,4.8,4.8,4.9,4.9,AZ,Dealer,29,35,32
2023,Honda,CR-V EX,New,32844,4.7,2051,Platinum White Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H41PH401229,PH401229,5,5,5,5,4,4,5,AZ,Dealer,26.14772727,31.85227273,29
2018,Honda,Odyssey Elite,Used,35981,4.4,1079,Pacific Pewter Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H92JB018989,FU25973,41604,4.8,4.7,4.6,4.3,4.7,4.6,OR,Dealer,19,28,23.5
2018,Honda,Odyssey Elite,Used,33998,4.5,285,Black,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H97JB018163,Q3145,40233,4.8,4.7,4.6,4.3,4.7,4.6,WA,Dealer,19,28,23.5
2022,Honda,Pilot Sport,New,39770,4.6,985,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H33NB105207,2B1206,5,5,5,5,5,5,5,CO,Dealer,19,26,22.5
2022,Honda,Ridgeline RTL-E,Used,41967,3.9,33,Red,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F73NB021329,R110701,5167,5,4.9,4.9,4.3,4.7,5,WY,Dealer,18,24,21
2022,Honda,Pilot EX-L,New,40937,4.5,1126,Modern Steel Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H59NB098099,NB098099,5,5,5,5,5,5,5,WA,Dealer,19,26,22.5
2022,Honda,Pilot EX-L,New,39998,4.7,790,Lunar Silver Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H51NB096301,220197,10,5,5,5,5,5,5,WA,Dealer,19,26,22.5
2021,Honda,CR-V Touring,Used,38988,4.9,12,Radiant Red Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRW2H99MH626014,10119411,34045,4.9,4.8,4.8,4.8,4.9,4.9,KS,Dealer,27,32,29.5
2019,Honda,Passport Touring,Used,24900,5,1833,White Diamond Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H92KB005479,221037A,86718,4.8,4.7,4.7,4.6,4.7,4.8,KS,Dealer,19,24,21.5
2013,Honda,CR-V EX-L,Used,17995,4.7,267,White,fwd,Gasoline,automatic,2.4L I4 16V MPFI DOHC,5J6RM3H70DL002070,V1901A,65526,4.5,4.5,4.5,4.5,4.5,4.6,TX,Dealer,23,31,27
2023,Honda,CR-V EX,New,34050,5,2291,Radiant Red Metallic,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS4H46PH404448,PH404448,33,5,5,5,4,4,5,TX,Dealer,26.14772727,31.85227273,29
2023,Honda,Odyssey Elite,New,50965,5,1143,Obsidian Blue Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H90PB036562,34431,1,5,5,4,4,4,5,NE,Dealer,19,28,23.5
2021,Honda,Pilot EX-L,Honda Certified,39000,5,1551,Deep Scarlet Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H55MB017369,220671A,10339,4.9,4.8,4.8,4.7,4.7,4.8,NE,Dealer,19,26,22.5
2018,Honda,Accord EX-L 2.0T,Used,26995,4.8,17,Platinum White Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC Turbo,1HGCV2F58JA011077,C7120,57520,4.8,4.8,4.7,4.7,4.8,4.8,SD,Dealer,23,34,28.5
2022,Honda,Pilot Sport,New,41770,4.8,723,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H39NB104000,H104000,5,5,5,5,5,5,5,KS,Dealer,19,26,22.5
2018,Honda,Odyssey LX,Used,24700,4,1641,Pacific Pewter Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H26JB068989,P4655,70086,4.8,4.7,4.6,4.3,4.7,4.6,KS,Dealer,19,28,23.5
2022,Honda,Accord Sport SE,New,30460,4.8,194,Still Night Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F45NA091137,A091137,3,5,5,5,5,5,5,TX,Dealer,29,35,32
2023,Honda,Ridgeline RTL,New,45340,5,190,Radiant Red Metallic,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F57PB005829,3110,5,5,4.8,4.8,4.2,5,5,TX,Dealer,17.825,24.075,20.95
2011,Honda,Accord Crosstour EX-L,Used,10299,2.4,14,White,fwd,Gasoline,automatic,3.5L V6 24V MPFI SOHC,5J6TF1H50BL002134,2134,114201,4.8,4.8,4.8,4.7,4.9,4.8,TX,Dealer,18,27,22.5
2023,Honda,CR-V Hybrid Sport Touring,New,39845,4.6,527,Crystal Black Pearl,awd,Hybrid,automatic,2.0L I4 16V GDI DOHC Hybrid,2HKRS6H92PH800433,PH800433,5,5,3,4,4,5,5,TX,Dealer,40,34,37
2020,Honda,Ridgeline Black Edition,Used,33800,4.6,1304,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F82LB500539,3500539,78011,4.8,4.7,4.6,4.5,4.7,4.7,ND,Dealer,19,24,21.5
2023,Honda,Odyssey Touring,New,46400,4.7,178,Platinum White Pearl,fwd,Gasoline,automatic,V6 Cylinder Engine,5FNRL6H81PB038022,23-0176,5,5,5,4,4,4,5,MO,Dealer,19,28,23.5
2021,Honda,Pilot EX,Used,33998,4.8,0,Silver,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H34MB071082,23282894,24622,4.9,4.8,4.8,4.7,4.7,4.8,LA,Dealer,19,26,22.5
2023,Honda,Ridgeline RTL,New,41714,4.3,1019,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F57PB018161,PB018161,5,5,4.8,4.8,4.2,5,5,AR,Dealer,17.825,24.075,20.95
2022,Honda,Civic Sport,Used,26998,3.8,596,Black,fwd,Gasoline,cvt,Regular Unleaded I-4 2.0 L/122,19XFL2H82NE011359,14CC370P,13996,4.6,4.9,4.4,4.6,4.6,4.7,MN,Dealer,29,37,33
2019,Honda,Accord LX,Used,21499,2.5,84,Blue,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F10KA137815,V5648A,56264,4.7,4.7,4.7,4.7,4.8,4.8,IL,Dealer,30,38,34
2008,Honda,Odyssey EX-L,Used,8991,5,2637,Taffeta White,fwd,Gasoline,automatic,3.5L V6 24V MPFI SOHC,5FNRL38678B100568,N907B,144390,4.7,4.5,4.4,4.5,4.3,4.6,IL,Dealer,17,25,21
2022,Honda,Pilot Elite,New,52060,4.6,1607,Platinum White Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H08NB083551,NB083551,5,5,5,5,5,5,5,TN,Dealer,19,26,22.5
2022,Honda,Pilot Special Edition,New,42900,4.6,1607,Sonic Gray Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF6H25NB097666,NB097666,10,5,5,5,5,5,5,TN,Dealer,19,26,22.5
2023,Honda,CR-V EX,New,34405,5,3543,Crystal Black Pearl,awd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,7FARS4H46PE013349,98568,12,5,5,5,4,4,5,IL,Dealer,26.14772727,31.85227273,29
2022,Honda,Accord Sport 1.5T,New,29470,5,3543,Still Night Pearl,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,1HGCV1F3XNA090802,98396,7,5,5,5,5,5,5,IL,Dealer,29,35,32
2023,Honda,HR-V Sport,New,27540,3.3,710,Urban Gray Pearl,fwd,Gasoline,automatic,2.0L I4 16V GDI DOHC,3CZRZ1H54PM720759,PM720759,5,4,5,4,5,5,5,TN,Dealer,26.17241379,31.44827586,28.81034483
2021,Honda,Pilot EX-L,Honda Certified,32600,4.6,367,Lunar Silver Metallic,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF5H52MB016139,UD14635,28240,4.9,4.8,4.8,4.7,4.7,4.8,AL,Dealer,20,27,23.5
2019,Honda,Passport Elite,Used,32900,4.6,367,Crystal Black Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H08KB000370,SD00156,20877,4.8,4.7,4.7,4.6,4.7,4.8,AL,Dealer,19,24,21.5
2019,Honda,Odyssey EX-L,Used,31795,4.6,18,Diamond White Pearl,fwd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNRL6H74KB019254,FUB06862A,48492,4.8,4.6,4.5,4.3,4.7,4.5,AL,Dealer,19,28,23.5
2023,Honda,CR-V EX-L,New,35005,5,1944,Lunar Silver Metallic,fwd,Gasoline,automatic,1.5L I4 16V GDI DOHC Turbo,2HKRS3H7XPH301182,H01182,2,5,5,5,4,4,5,TN,Dealer,26.13043478,32.0326087,29.08152174
2021,Honda,Passport Elite,Used,35972,3.9,81,Obsidian Blue Pearl,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FNYF8H06MB002671,22S878,23346,4.9,4.7,4.8,4.6,4.8,4.8,IN,Dealer,19,24,21.5
2019,Honda,Ridgeline RTL,Honda Certified,34980,4.9,2047,Black,awd,Gasoline,automatic,3.5L V6 24V GDI SOHC,5FPYK3F55KB046498,X1174,17184,4.9,4.8,4.8,4.6,4.7,4.9,IN,Dealer,18,25,21.5
